SK_ID_CURR,TARGET
100001,0.42599317555367494
100005,0.7112893028889423
100013,0.25050140296333934
100028,0.4449114226986513
100038,0.5753997987682976
100042,0.3278129606321493
100057,0.2777259316894071
100065,0.6559188816510683
100066,0.1772990790540786
100067,0.5863048329401602
100074,0.4085237036552038
100090,0.5750540879870292
100091,0.5831117610945896
100092,0.5651686062960701
100106,0.5741404582826444
100107,0.6330255761066023
100109,0.41956150713804896
100117,0.23677804222644244
100128,0.5096576400484933
100141,0.2554140868477783
100150,0.28513195497047716
100168,0.12334862382377287
100169,0.46124181841339973
100170,0.5292946540037315
100171,0.3331004127703269
100172,0.5305637248389748
100184,0.5148316451749766
100187,0.3727965820186407
100212,0.3584995984845432
100222,0.46542358985623467
100223,0.19781393560271918
100232,0.21492120357348796
100241,0.6952098069556669
100245,0.3032286495077678
100253,0.26699832836448273
100256,0.7152733187221975
100271,0.1278119913178899
100278,0.6766349302671777
100280,0.24473331123908793
100306,0.7143920207257347
100311,0.7610516184642476
100312,0.29508105654633754
100330,0.42072308315837104
100331,0.2734291027337085
100352,0.5520211312578962
100358,0.6091577204327261
100367,0.3482326089405418
100382,0.7632079923612278
100384,0.36467726552731156
100385,0.6591462549523454
100386,0.32529588431726003
100399,0.3541980625475555
100404,0.5438010476683186
100416,0.14770304013852936
100422,0.49158857333813083
100426,0.45440510224340486
100438,0.3074380827597686
100444,0.6916982149036136
100445,0.5992710571565341
100446,0.5531500167973091
100447,0.1903413998126154
100450,0.35919288942910843
100466,0.3941481805429892
100483,0.31044383707917567
100484,0.2639278947118913
100494,0.4708615718197521
100510,0.66207799626154
100512,0.2596681105880443
100517,0.29029614001048093
100548,0.34442853989617983
100551,0.3821617131116969
100552,0.6159565814385952
100553,0.25385123047465896
100561,0.8349873436449777
100568,0.9060302770745657
100569,0.279926712653933
100591,0.37115819034188335
100592,0.19801754630015692
100602,0.42199419656936765
100607,0.3752790859553252
100613,0.4320679325728446
100617,0.611854498210839
100618,0.5014515372073055
100622,0.7703497673974725
100625,0.4636217389383618
100677,0.5926716234041793
100699,0.411343351289708
100702,0.9191416618583083
100711,0.6856962808560977
100729,0.7201249941915344
100740,0.5946466079546199
100744,0.5683162952872344
100745,0.49695271536128083
100747,0.6082512960915085
100751,0.7832833562217919
100752,0.3809957016491994
100753,0.7398568675120714
100754,0.7623485854323657
100760,0.4339557334737448
100762,0.5518895199547003
100763,0.3207274027362074
100765,0.27390545760603313
100770,0.6138238102083925
100772,0.3800578684203343
100777,0.4258015003566224
100791,0.23064487229920866
100792,0.17374070000000003
100797,0.2914804701009604
100823,0.40894635155341735
100826,0.40863675984644704
100830,0.25866335863560663
100836,0.8005671496390283
100872,0.2735769486495611
100910,0.4212009911326815
100913,0.6451661250258519
100918,0.4550834749734388
100931,0.33189936599426434
100952,0.5034044353951471
100953,0.3324416396058848
100965,0.6502629372765969
100970,0.2865039836887148
100982,0.5709916285180828
100983,0.48873058088300975
100984,0.5229556653068119
100987,0.4275861792285814
100997,0.336195910656388
100998,0.5599882100856372
101002,0.6129567442756468
101005,0.8191933882701379
101008,0.6017741025359817
101020,0.4148377839638257
101021,0.38108728173223155
101024,0.4692871506861945
101025,0.6684017714277878
101026,0.3248270868700733
101031,0.3080167575296311
101041,0.30130607636822404
101051,0.22575271080656617
101055,0.442256301330774
101056,0.8022203419342043
101057,0.41878453844087893
101064,0.2844235676653965
101079,0.567063018747002
101087,0.4983631986640867
101090,0.20786023432068768
101092,0.5341205530870894
101097,0.46886300689478855
101099,0.18253289675687334
101107,0.3096721510828764
101118,0.3587865054004081
101125,0.5571718029287238
101126,0.2707263654690482
101128,0.27993630729912483
101136,0.5930746267352552
101140,0.7310631048380786
101149,0.5631588359833057
101160,0.43572691442969114
101169,0.643570406584551
101181,0.31802843583297885
101186,0.1672037105573694
101190,0.49314975477895473
101193,0.5937463696989949
101194,0.5616620623935201
101198,0.7202712398903481
101200,0.4883614087469047
101204,0.24308073870404
101211,0.39546651375535086
101213,0.41791540107809755
101223,0.42105371002499264
101225,0.3921524860446416
101237,0.418160143426967
101243,0.43095956398070623
101244,0.6249936416161176
101258,0.26549277381191405
101259,0.6857701930339222
101268,0.6504313454832963
101269,0.1446880431490524
101271,0.6863963116254953
101279,0.3680217045100569
101281,0.5308998033400736
101287,0.38819054629372457
101292,0.246952183906074
101294,0.44624706014734095
101296,0.40928391499321126
101297,0.24780460052943984
101299,0.6406712618817006
101301,0.3175559297881177
101305,0.4099990104685127
101308,0.41019653608579487
101318,0.211355686306797
101327,0.8573717026281722
101329,0.3955228456242603
101332,0.3078468009501264
101337,0.33898631886032665
101343,0.32220492310749554
101345,0.25449643548267203
101346,0.1671323874066893
101353,0.21136484292664
101354,0.5519466391028649
101355,0.840821306061952
101356,0.2728511138393255
101362,0.6111732351137594
101363,0.827352634354767
101365,0.3493796923814868
101366,0.4026903247545746
101367,0.7045879510879498
101368,0.2462396053788288
101374,0.6830501572017036
101380,0.15064790066096861
101383,0.2645949285593088
101398,0.31379484676574915
101399,0.7694034258606907
101401,0.6445470476874346
101412,0.5004265590018789
101426,0.3063057745027314
101427,0.9047767320869319
101428,0.6678826109019782
101429,0.6359086908215272
101434,0.30346184958352385
101440,0.4575413514971616
101448,0.4013133126091949
101449,0.4996495127407906
101465,0.40802057091657884
101467,0.210539627718928
101472,0.633665383442238
101478,0.7683454398667796
101497,0.3986000883618406
101504,0.7156135260984273
101547,0.2887121791836019
101548,0.38463368775273427
101555,0.5725806536812479
101570,0.30972623584221975
101572,0.4789389606570276
101578,0.3345043865141389
101580,0.5835418537276139
101588,0.5894175740956656
101602,0.17244146589318074
101610,0.5303695729266397
101614,0.5002022149667137
101616,0.38941395037699533
101643,0.43678791043958703
101644,0.35501129221351474
101649,0.7109077712476275
101650,0.4023820501845691
101665,0.14484799137266074
101667,0.4639679860475057
101669,0.2886250240329528
101674,0.5488440257131965
101675,0.33540364147810076
101678,0.5118598173582453
101682,0.5436098126364634
101686,0.3937798838600446
101697,0.6128230595261089
101700,0.7174395921109283
101711,0.38278848122442316
101714,0.3622706948497675
101715,0.6652145884237495
101728,0.36936774552921514
101732,0.32325435559668475
101757,0.5715775573119777
101758,0.5551161507079072
101759,0.380719579732682
101762,0.31021061300583974
101764,0.3798390211181669
101780,0.8660168567992842
101784,0.3104704983876328
101789,0.34589130721491235
101816,0.4083886476535972
101819,0.3025894360649552
101827,0.16888620556113382
101863,0.5369306770035448
101867,0.4093646062571299
101870,0.22694858107734572
101873,0.6412798312066176
101878,0.5720788040851545
101879,0.2511373051466254
101880,0.23818080130961924
101887,0.662967983874033
101897,0.21337961704668731
101901,0.5327275190142596
101903,0.7821871999110084
101920,0.3384679017182269
101921,0.36520566283946115
101922,0.26275203944237707
101961,0.5945890039453453
101962,0.39167647471539085
101971,0.44000649372805833
101976,0.7242698123656255
102002,0.4518922288897832
102005,0.25743218437251286
102007,0.9114150057027224
102017,0.15744452356638047
102019,0.7384460056577836
102029,0.11921544673599435
102051,0.7266593134028163
102052,0.26224193330252427
102054,0.34291209521998123
102062,0.5399751032777521
102067,0.626176905620755
102068,0.49142319293998554
102070,0.4960435513387319
102090,0.46184306044037554
102092,0.6256852481193421
102099,0.6323253678995516
102100,0.25741070796952775
102112,0.41135903409038643
102113,0.32883085408104235
102122,0.6584922373914841
102123,0.5154058445927716
102125,0.34029430607233013
102126,0.7551249956696382
102146,0.42599155644249276
102147,0.5789199507267012
102151,0.32555971562742697
102158,0.60701087149746
102159,0.41421574282253004
102162,0.4899001223419934
102165,0.5448120604356069
102166,0.27886416188939644
102174,0.29457164684727494
102193,0.6623302563615563
102198,0.40066046426859603
102205,0.6271679703720429
102206,0.2667908688538284
102218,0.2733100785261922
102221,0.45063445612157316
102230,0.53490193539149
102238,0.629410727743466
102248,0.4103017886219858
102252,0.7587486712568455
102259,0.32781351034843526
102262,0.6387961331403711
102273,0.421318523838983
102286,0.6822565783193113
102293,0.22874613371294794
102294,0.25271264997268683
102296,0.5271482046887545
102298,0.3842588646105229
102303,0.3261461847826861
102309,0.3009517724156839
102315,0.48639568768376457
102340,0.3365294752611631
102342,0.5518999104979972
102344,0.4533958020946105
102346,0.48079644809158006
102347,0.25769180509201284
102374,0.3955676157253751
102380,0.3228721196172157
102387,0.39159613612202493
102393,0.4021521821711607
102403,0.3066201744818189
102413,0.3966538496055121
102414,0.22821363180770662
102415,0.35760904115676007
102416,0.5654205177097424
102439,0.29769242214600583
102441,0.5734021468799415
102443,0.3839154594760252
102444,0.6522421082700853
102445,0.7271825195901188
102448,0.47226901047573483
102449,0.528527667804091
102450,0.7036823074564647
102456,0.48034756180427424
102458,0.6062528725169168
102459,0.5031914948995152
102465,0.21220474793803576
102470,0.721213561139414
102471,0.3337753567007422
102475,0.4364704176668616
102476,0.6094031233575753
102506,0.6892351496419195
102509,0.46110694457694984
102519,0.24063273798392484
102522,0.6567055212310411
102545,0.2944904795942183
102549,0.4132311637742114
102562,0.27255887881372665
102563,0.3395628776875081
102568,0.5562128423412517
102582,0.4960502805092906
102592,0.1860386458299062
102597,0.6144298267280601
102605,0.3697836840955202
102614,0.3510256785249721
102617,0.5068192509711791
102634,0.4930769669532447
102652,0.35459284658906587
102655,0.3673611137948668
102671,0.43512828928694575
102694,0.6977873637709738
102701,0.2862054506111115
102703,0.16951171614051652
102704,0.21068575343848825
102713,0.14856050039588384
102720,0.6021839223850869
102731,0.29947288821699086
102733,0.42746963141795874
102749,0.25216467823216726
102755,0.306710547210827
102763,0.3018522935474406
102770,0.3662307921342894
102772,0.6202136903726515
102799,0.6631625746170899
102838,0.2414526013498525
102854,0.32593184097192873
102862,0.5586760332847713
102863,0.2821645357841621
102867,0.2605423807395597
102868,0.2506584581248854
102878,0.628354263148608
102887,0.5040867713401005
102898,0.6596503736681815
102904,0.5678130060005534
102912,0.4619215735971545
102919,0.18060836375049255
102927,0.5715299985275754
102932,0.3530818624949381
102933,0.7843411178907118
102935,0.2527898835155985
102958,0.3831500374011285
102969,0.5854629786522257
102971,0.1681145584633175
102975,0.34252273003853206
102979,0.4242275324700563
102982,0.26245242788275347
102987,0.7364865913425854
102989,0.5812481395418253
102995,0.4212886573126322
102996,0.3352013748689985
103000,0.3523984196863256
103001,0.4726431032557696
